"Date,""Open"",""High"",""Low"",""Close"",""Result ‌CCI‌ (20)"""
"Tue Jan 12 2021 14:45:00 GMT+0530 (India Standard Time),""15711.55"",""15719.85"",""15690.60"",""15697.00"",""72.18"""
"Tue Jan 12 2021 15:00:00 GMT+0530 (India Standard Time),""15696.25"",""15727.10"",""15696.25"",""15716.80"",""75.95"""
"Tue Jan 12 2021 15:15:00 GMT+0530 (India Standard Time),""15716.75"",""15720.00"",""15700.05"",""15720.00"",""70.06"""
"Wed Jan 13 2021 09:15:00 GMT+0530 (India Standard Time),""15803.45"",""15809.80"",""15767.35"",""15778.00"",""137.02"""
"Wed Jan 13 2021 09:30:00 GMT+0530 (India Standard Time),""15776.60"",""15848.25"",""15774.45"",""15831.50"",""163.71"""
"Wed Jan 13 2021 09:45:00 GMT+0530 (India Standard Time),""15830.45"",""15830.45"",""15783.10"",""15789.50"",""138.91"""
"Wed Jan 13 2021 10:00:00 GMT+0530 (India Standard Time),""15792.00"",""15802.80"",""15758.10"",""15761.45"",""100.99"""
"Wed Jan 13 2021 10:15:00 GMT+0530 (India Standard Time),""15759.40"",""15760.70"",""15731.85"",""15736.95"",""55.74"""
"Wed Jan 13 2021 10:30:00 GMT+0530 (India Standard Time),""15736.25"",""15739.55"",""15681.55"",""15707.40"",""-5.64"""
"Wed Jan 13 2021 10:45:00 GMT+0530 (India Standard Time),""15708.20"",""15722.65"",""15687.10"",""15692.10"",""-33.12"""
"Wed Jan 13 2021 11:00:00 GMT+0530 (India Standard Time),""15691.75"",""15707.35"",""15681.15"",""15681.65"",""-64.85"""
"Wed Jan 13 2021 11:15:00 GMT+0530 (India Standard Time),""15681.10"",""15691.10"",""15643.15"",""15657.20"",""-120.55"""
"Wed Jan 13 2021 11:30:00 GMT+0530 (India Standard Time),""15656.85"",""15663.30"",""15603.30"",""15624.30"",""-177.76"""
"Wed Jan 13 2021 11:45:00 GMT+0530 (India Standard Time),""15624.45"",""15659.80"",""15609.25"",""15609.90"",""-169.09"""
"Wed Jan 13 2021 12:00:00 GMT+0530 (India Standard Time),""15609.15"",""15625.50"",""15577.25"",""15624.30"",""-179.50"""
"Wed Jan 13 2021 12:15:00 GMT+0530 (India Standard Time),""15623.80"",""15655.15"",""15614.10"",""15618.15"",""-127.00"""
"Wed Jan 13 2021 12:30:00 GMT+0530 (India Standard Time),""15616.90"",""15635.35"",""15608.70"",""15627.85"",""-115.61"""
"Wed Jan 13 2021 12:45:00 GMT+0530 (India Standard Time),""15628.15"",""15652.65"",""15608.70"",""15611.75"",""-100.36"""
"Wed Jan 13 2021 13:00:00 GMT+0530 (India Standard Time),""15611.25"",""15614.85"",""15567.45"",""15577.55"",""-128.37"""
"Wed Jan 13 2021 13:15:00 GMT+0530 (India Standard Time),""15578.55"",""15596.85"",""15562.90"",""15585.95"",""-115.75"""
"Wed Jan 13 2021 13:30:00 GMT+0530 (India Standard Time),""15587.20"",""15605.55"",""15525.10"",""15558.60"",""-118.35"""
"Wed Jan 13 2021 13:45:00 GMT+0530 (India Standard Time),""15557.20"",""15562.90"",""15512.15"",""15517.75"",""-132.09"""
"Wed Jan 13 2021 14:00:00 GMT+0530 (India Standard Time),""15518.95"",""15556.70"",""15482.25"",""15544.05"",""-120.55"""
"Wed Jan 13 2021 14:15:00 GMT+0530 (India Standard Time),""15545.05"",""15599.50"",""15523.95"",""15598.45"",""-73.06"""
"Wed Jan 13 2021 14:30:00 GMT+0530 (India Standard Time),""15598.55"",""15613.10"",""15583.15"",""15590.85"",""-47.81"""
"Wed Jan 13 2021 14:45:00 GMT+0530 (India Standard Time),""15590.00"",""15633.25"",""15579.00"",""15620.75"",""-24.85"""
"Wed Jan 13 2021 15:00:00 GMT+0530 (India Standard Time),""15620.70"",""15651.00"",""15620.70"",""15636.80"",""20.82"""
"Wed Jan 13 2021 15:15:00 GMT+0530 (India Standard Time),""15636.10"",""15637.40"",""15585.15"",""15623.10"",""-2.25"""
"Thu Jan 14 2021 09:15:00 GMT+0530 (India Standard Time),""15615.35"",""15691.55"",""15613.35"",""15634.90"",""65.25"""
"Thu Jan 14 2021 09:30:00 GMT+0530 (India Standard Time),""15634.85"",""15634.85"",""15573.30"",""15579.65"",""-26.23"""
"Thu Jan 14 2021 09:45:00 GMT+0530 (India Standard Time),""15580.00"",""15612.75"",""15580.00"",""15610.95"",""-5.83"""
"Thu Jan 14 2021 10:00:00 GMT+0530 (India Standard Time),""15611.15"",""15621.30"",""15594.35"",""15596.65"",""9.19"""
"Thu Jan 14 2021 10:15:00 GMT+0530 (India Standard Time),""15597.60"",""15612.35"",""15584.70"",""15612.35"",""10.70"""
"Thu Jan 14 2021 10:30:00 GMT+0530 (India Standard Time),""15612.85"",""15621.35"",""15600.50"",""15610.15"",""34.85"""
"Thu Jan 14 2021 10:45:00 GMT+0530 (India Standard Time),""15610.90"",""15614.20"",""15570.10"",""15585.05"",""-22.30"""
"Thu Jan 14 2021 11:00:00 GMT+0530 (India Standard Time),""15585.70"",""15612.65"",""15572.60"",""15610.40"",""7.69"""
"Thu Jan 14 2021 11:15:00 GMT+0530 (India Standard Time),""15609.95"",""15631.20"",""15598.75"",""15624.45"",""69.04"""
"Thu Jan 14 2021 11:30:00 GMT+0530 (India Standard Time),""15624.00"",""15627.85"",""15603.35"",""15610.80"",""58.90"""
"Thu Jan 14 2021 11:45:00 GMT+0530 (India Standard Time),""15611.55"",""15611.90"",""15593.65"",""15596.80"",""15.53"""
"Thu Jan 14 2021 12:00:00 GMT+0530 (India Standard Time),""15595.15"",""15625.35"",""15589.55"",""15618.75"",""45.02"""
"Thu Jan 14 2021 12:15:00 GMT+0530 (India Standard Time),""15619.35"",""15648.40"",""15616.50"",""15640.35"",""116.77"""
"Thu Jan 14 2021 12:30:00 GMT+0530 (India Standard Time),""15640.20"",""15645.20"",""15605.65"",""15613.55"",""64.69"""
"Thu Jan 14 2021 12:45:00 GMT+0530 (India Standard Time),""15614.05"",""15627.10"",""15599.45"",""15602.40"",""0.17"""
